transaction_id,customer_id,product_category,price,quantity,payment_method,purchase_date,city,customer_age
71,1241,Casa,2065.58,1,Boleto,2024-01-03 22:00:00,Rio de Janeiro,17
72,3041,Eletronicos,1980.36,4,Cartão Débito,2024-01-03 23:00:00,Rio de Janeiro,31
73,3824,Livros,510.27,4,Cartão Crédito,2024-01-04 00:00:00,Porto Alegre,79
74,4417,Casa,2014.75,1,Boleto,2024-01-04 01:00:00,Belo Horizonte,16
75,3612,Esportes,2126.83,3,Cartão Crédito,2024-01-04 02:00:00,Porto Alegre,19
76,3945,Eletronicos,729.98,3,Boleto,2024-01-04 03:00:00,Belo Horizonte,62
77,2363,Eletronicos,2381.13,4,Boleto,2024-01-04 04:00:00,São Paulo,67
78,3139,Esportes,134.15,1,Cartão Débito,2024-01-04 05:00:00,São Paulo,16
79,2390,Esportes,383.27,3,PIX,2024-01-04 06:00:00,Rio de Janeiro,67
80,4003,Eletronicos,1348.58,5,PIX,2024-01-04 07:00:00,Fortaleza,62
81,2478,Esportes,1443.72,2,Cartão Débito,2024-01-04 08:00:00,Curitiba,50
82,4499,Roupas,1616.42,2,Boleto,2024-01-04 09:00:00,Fortaleza,28
83,3556,Casa,52.25,2,PIX,2024-01-04 10:00:00,Rio de Janeiro,65
84,1775,Casa,2401.31,4,PIX,2024-01-04 11:00:00,Rio de Janeiro,60
85,1034,Casa,121.02,2,PIX,2024-01-04 12:00:00,Fortaleza,57
86,3253,Roupas,366.22,2,Cartão Débito,2024-01-04 13:00:00,Curitiba,46
87,4152,Esportes,44.9,5,Cartão Crédito,2024-01-04 14:00:00,Rio de Janeiro,35
88,2955,Livros,1421.48,3,Cartão Crédito,2024-01-04 15:00:00,Curitiba,71
89,2585,Esportes,2331.34,5,Cartão Crédito,2024-01-04 16:00:00,Rio de Janeiro,22
90,4943,Eletronicos,1668.21,4,Cartão Crédito,2024-01-04 17:00:00,São Paulo,72
91,4459,PetShop,2058.42,2,Cartão Crédito,2024-01-04 18:00:00,Belo Horizonte,55
92,4073,Casa,43.07,3,PIX,2024-01-04 19:00:00,Rio de Janeiro,48
93,2021,Esportes,1359.62,2,PIX,2024-01-04 20:00:00,Belo Horizonte,43
94,4461,Livros,1154.31,2,Boleto,2024-01-04 21:00:00,Porto Alegre,65
95,3613,Eletronicos,1252.43,4,PIX,2024-01-04 22:00:00,Rio de Janeiro,59
96,2129,Roupas,189.81,2,Cartão Débito,2024-01-04 23:00:00,São Paulo,65
97,4843,Roupas,1714.24,1,Boleto,2024-01-05 00:00:00,Curitiba,75
98,4893,Livros,1263.02,3,PIX,2024-01-05 01:00:00,São Paulo,71
99,2500,Eletronicos,1915.22,3,Boleto,2024-01-05 02:00:00,Belo Horizonte,59
100,1702,Casa,1218.37,1,Boleto,2024-01-05 03:00:00,Curitiba,35
101,3449,Esportes,381.96,4,Cartão Crédito,2024-01-05 04:00:00,São Paulo,47
102,3777,Eletronicos,1624.16,2,Boleto,2024-01-05 05:00:00,São Paulo,24
103,2579,Roupas,439.24,2,PIX,2024-01-05 06:00:00,São Paulo,49
104,1161,Livros,2182.26,3,Cartão Crédito,2024-01-05 07:00:00,Fortaleza,29
105,1201,Livros,1536.66,4,PIX,2024-01-05 08:00:00,Curitiba,19
106,2981,Esportes,401.44,4,Cartão Crédito,2024-01-05 09:00:00,São Paulo,44
107,1995,Livros,2406.22,4,PIX,2024-01-05 10:00:00,São Paulo,76
108,3317,Livros,1300.73,2,Cartão Crédito,2024-01-05 11:00:00,Belo Horizonte,30
109,4934,Eletronicos,191.52,4,Cartão Crédito,2024-01-05 12:00:00,São Paulo,78
110,1815,Casa,1570.81,1,Cartão Débito,2024-01-05 13:00:00,São Paulo,32
111,4342,Esportes,640.47,5,PIX,2024-01-05 14:00:00,Porto Alegre,34
112,1455,Eletronicos,2011.2,4,Boleto,2024-01-05 15:00:00,Curitiba,53
113,4533,Casa,2046.38,5,Cartão Crédito,2024-01-05 16:00:00,Porto Alegre,24
114,4798,Eletronicos,2447.58,2,PIX,2024-01-05 17:00:00,Fortaleza,42
115,2275,PetShop,1259.66,4,Cartão Crédito,2024-01-05 18:00:00,Belo Horizonte,64
116,2016,Eletronicos,1142.84,3,Cartão Débito,2024-01-05 19:00:00,Porto Alegre,30
117,4773,Livros,1886.15,2,Cartão Débito,2024-01-05 20:00:00,Fortaleza,52
118,3343,Casa,339.85,1,Cartão Débito,2024-01-05 21:00:00,Rio de Janeiro,43
119,4796,Esportes,1371.82,1,Cartão Débito,2024-01-05 22:00:00,Curitiba,65
120,3767,Esportes,1370.16,5,Boleto,2024-01-05 23:00:00,São Paulo,70
121,4820,Casa,232.79,5,Boleto,2024-01-06 00:00:00,Porto Alegre,19
122,1337,Livros,1050.78,3,Cartão Crédito,2024-01-06 01:00:00,Porto Alegre,36
123,1878,Roupas,2134.68,3,PIX,2024-01-06 02:00:00,São Paulo,71
124,2076,Eletronicos,2141.82,1,Cartão Débito,2024-01-06 03:00:00,São Paulo,49
125,1791,Livros,257.1,4,Cartão Débito,2024-01-06 04:00:00,Belo Horizonte,34
126,4993,PetShop,235.89,1,Boleto,2024-01-06 05:00:00,Porto Alegre,74
127,3264,Casa,664.11,1,Boleto,2024-01-06 06:00:00,Porto Alegre,52
128,1763,Eletronicos,2188.17,3,Cartão Débito,2024-01-06 07:00:00,Rio de Janeiro,73
129,3235,Esportes,330.97,5,PIX,2024-01-06 08:00:00,Fortaleza,19
130,1379,Roupas,1802.79,3,Cartão Crédito,2024-01-06 09:00:00,Rio de Janeiro,52
131,1492,PetShop,261.9,3,Cartão Crédito,2024-01-06 10:00:00,Porto Alegre,66
132,4112,Esportes,1561.61,3,Cartão Crédito,2024-01-06 11:00:00,Rio de Janeiro,47
133,2180,Casa,896.61,1,Cartão Crédito,2024-01-06 12:00:00,Porto Alegre,60
134,3062,Eletronicos,1974.4,4,PIX,2024-01-06 13:00:00,Curitiba,63
135,4884,Casa,591.89,1,PIX,2024-01-06 14:00:00,Belo Horizonte,27
136,1064,Eletronicos,1601.61,2,PIX,2024-01-06 15:00:00,Rio de Janeiro,56
137,4928,Livros,596.85,3,Boleto,2024-01-06 16:00:00,Porto Alegre,71
138,4910,Roupas,1787.01,3,Cartão Débito,2024-01-06 17:00:00,Rio de Janeiro,31
139,3568,Livros,2185.46,2,PIX,2024-01-06 18:00:00,Fortaleza,29
140,2367,Livros,325.74,3,Cartão Crédito,2024-01-06 19:00:00,Belo Horizonte,69
141,2152,Casa,2167.82,3,PIX,2024-01-06 20:00:00,Curitiba,78
142,3027,Roupas,1488.0,3,Cartão Débito,2024-01-06 21:00:00,São Paulo,77
143,3695,Eletronicos,326.51,2,Boleto,2024-01-06 22:00:00,São Paulo,16
144,2495,Eletronicos,1074.58,1,Cartão Crédito,2024-01-06 23:00:00,Rio de Janeiro,67
145,4134,PetShop,410.54,3,Boleto,2024-01-07 00:00:00,Porto Alegre,70
146,2162,Esportes,1753.87,4,PIX,2024-01-07 01:00:00,Fortaleza,73
147,2522,PetShop,1899.58,2,Cartão Crédito,2024-01-07 02:00:00,Belo Horizonte,47
148,3640,PetShop,273.43,5,Cartão Crédito,2024-01-07 03:00:00,Curitiba,36
149,1391,Eletronicos,1270.29,2,PIX,2024-01-07 04:00:00,Curitiba,19
150,2698,Casa,2038.42,1,PIX,2024-01-07 05:00:00,Curitiba,24
151,1418,Livros,2341.05,2,Cartão Débito,2024-01-07 06:00:00,São Paulo,71
152,3336,Livros,1288.66,5,PIX,2024-01-07 07:00:00,Belo Horizonte,78
153,1378,Livros,2376.2,4,PIX,2024-01-07 08:00:00,São Paulo,66
154,2796,Roupas,1343.87,5,PIX,2024-01-07 09:00:00,Rio de Janeiro,61
155,4561,Eletronicos,991.53,2,Cartão Crédito,2024-01-07 10:00:00,Curitiba,37
156,3278,Casa,2122.03,5,Cartão Débito,2024-01-07 11:00:00,Belo Horizonte,27
157,4065,Roupas,1237.53,2,Cartão Crédito,2024-01-07 12:00:00,Curitiba,79
158,3088,Esportes,1185.04,4,PIX,2024-01-07 13:00:00,São Paulo,45
159,4099,Casa,1230.88,4,Cartão Débito,2024-01-07 14:00:00,São Paulo,45
160,3182,PetShop,2118.49,1,PIX,2024-01-07 15:00:00,São Paulo,47
161,1200,Casa,2081.53,4,Cartão Crédito,2024-01-07 16:00:00,Curitiba,75
162,2863,Casa,1014.76,3,Cartão Crédito,2024-01-07 17:00:00,Belo Horizonte,51
163,1779,Livros,839.92,5,PIX,2024-01-07 18:00:00,Belo Horizonte,22
164,3977,Casa,1234.9,5,Cartão Débito,2024-01-07 19:00:00,Rio de Janeiro,32
165,4104,PetShop,1436.2,2,Cartão Crédito,2024-01-07 20:00:00,Curitiba,16
166,4119,PetShop,603.46,4,PIX,2024-01-07 21:00:00,Rio de Janeiro,29
167,1502,Eletronicos,1986.95,1,Boleto,2024-01-07 22:00:00,Fortaleza,62
168,3454,Casa,1221.34,1,PIX,2024-01-07 23:00:00,Rio de Janeiro,59
169,4645,Livros,841.77,1,PIX,2024-01-08 00:00:00,Rio de Janeiro,59
170,2751,Casa,275.98,3,Cartão Débito,2024-01-08 01:00:00,Rio de Janeiro,53
171,1804,Esportes,604.72,4,PIX,2024-01-08 02:00:00,São Paulo,41
172,3146,Esportes,2373.71,1,Boleto,2024-01-08 03:00:00,Fortaleza,42
173,3731,Livros,769.7,3,PIX,2024-01-08 04:00:00,Rio de Janeiro,76
174,2895,Eletronicos,430.46,5,Boleto,2024-01-08 05:00:00,Belo Horizonte,60
175,3773,Eletronicos,1157.08,2,Cartão Crédito,2024-01-08 06:00:00,Rio de Janeiro,31
176,2570,PetShop,774.65,4,PIX,2024-01-08 07:00:00,São Paulo,61
177,1960,PetShop,97.55,4,Cartão Débito,2024-01-08 08:00:00,Porto Alegre,22
178,4810,Roupas,814.63,5,PIX,2024-01-08 09:00:00,Fortaleza,47
179,3660,Livros,1364.83,4,Boleto,2024-01-08 10:00:00,Porto Alegre,76
180,2485,Casa,1383.76,4,Boleto,2024-01-08 11:00:00,Porto Alegre,40
181,3690,Livros,897.83,4,Cartão Débito,2024-01-08 12:00:00,Fortaleza,46
182,4840,Roupas,1123.78,4,Boleto,2024-01-08 13:00:00,Curitiba,31
183,2028,PetShop,2414.14,3,PIX,2024-01-08 14:00:00,Belo Horizonte,70
184,4289,Livros,949.6,3,Boleto,2024-01-08 15:00:00,São Paulo,79
185,1502,Livros,652.98,2,PIX,2024-01-08 16:00:00,Fortaleza,56
186,3814,PetShop,616.23,4,PIX,2024-01-08 17:00:00,Porto Alegre,73
187,1397,Roupas,1149.83,5,Boleto,2024-01-08 18:00:00,São Paulo,29
188,1870,PetShop,1901.21,1,Cartão Débito,2024-01-08 19:00:00,São Paulo,40
189,3842,Eletronicos,522.91,2,Cartão Crédito,2024-01-08 20:00:00,Curitiba,77
190,1392,Casa,1776.15,1,Cartão Débito,2024-01-08 21:00:00,Porto Alegre,45
191,1206,PetShop,62.66,1,Cartão Crédito,2024-01-08 22:00:00,Rio de Janeiro,71
192,2038,Roupas,1053.14,4,Cartão Débito,2024-01-08 23:00:00,São Paulo,22
193,2881,Esportes,1941.9,5,PIX,2024-01-09 00:00:00,Porto Alegre,27
194,4625,Eletronicos,853.45,1,PIX,2024-01-09 01:00:00,São Paulo,18
195,3939,Esportes,1413.71,1,Boleto,2024-01-09 02:00:00,Curitiba,42
196,2484,PetShop,520.4,2,Cartão Crédito,2024-01-09 03:00:00,Curitiba,61
197,4762,Eletronicos,1857.57,5,Cartão Crédito,2024-01-09 04:00:00,Rio de Janeiro,34
198,4646,Casa,140.17,5,Boleto,2024-01-09 05:00:00,Curitiba,58
199,1863,PetShop,2132.83,1,Cartão Débito,2024-01-09 06:00:00,Porto Alegre,52
200,3790,Casa,503.51,5,Boleto,2024-01-09 07:00:00,Fortaleza,70
201,4312,Livros,2187.25,2,Cartão Débito,2024-01-09 08:00:00,Curitiba,60
202,1563,Esportes,887.8,2,Boleto,2024-01-09 09:00:00,Fortaleza,75
203,2020,Eletronicos,1809.48,2,Cartão Crédito,2024-01-09 10:00:00,Rio de Janeiro,57
204,1095,Casa,804.87,4,Cartão Crédito,2024-01-09 11:00:00,Belo Horizonte,22
205,2923,Roupas,2265.72,1,Cartão Débito,2024-01-09 12:00:00,São Paulo,64
206,2757,Casa,325.33,5,Cartão Crédito,2024-01-09 13:00:00,São Paulo,31
207,3532,Roupas,454.51,2,Cartão Crédito,2024-01-09 14:00:00,Porto Alegre,47
208,4478,PetShop,1237.65,1,Cartão Crédito,2024-01-09 15:00:00,Rio de Janeiro,23
209,3278,Eletronicos,214.03,1,Cartão Crédito,2024-01-09 16:00:00,Rio de Janeiro,64
210,3796,Casa,497.99,4,PIX,2024-01-09 17:00:00,Rio de Janeiro,28
211,2678,Casa,2359.98,5,Boleto,2024-01-09 18:00:00,São Paulo,77
212,4242,Eletronicos,2441.46,5,Boleto,2024-01-09 19:00:00,Curitiba,26
213,1540,Casa,946.89,2,PIX,2024-01-09 20:00:00,São Paulo,35
214,2059,Roupas,2308.98,2,Cartão Crédito,2024-01-09 21:00:00,São Paulo,33
215,3572,Casa,1366.61,1,Boleto,2024-01-09 22:00:00,São Paulo,52
216,2183,Esportes,681.66,5,Boleto,2024-01-09 23:00:00,Curitiba,21
217,4910,PetShop,1758.97,5,Boleto,2024-01-10 00:00:00,Belo Horizonte,35
218,2722,Livros,1650.67,2,Cartão Débito,2024-01-10 01:00:00,Porto Alegre,47
219,4314,Roupas,2472.92,3,PIX,2024-01-10 02:00:00,Belo Horizonte,61
220,4157,Esportes,669.97,1,Cartão Débito,2024-01-10 03:00:00,Belo Horizonte,59
221,2819,PetShop,1683.43,5,Cartão Débito,2024-01-10 04:00:00,São Paulo,44
222,3625,Eletronicos,139.54,4,PIX,2024-01-10 05:00:00,Belo Horizonte,19
223,3729,Roupas,292.98,4,Boleto,2024-01-10 06:00:00,São Paulo,22
224,3604,Livros,19.76,3,Cartão Débito,2024-01-10 07:00:00,São Paulo,58
225,2597,PetShop,2498.66,2,Boleto,2024-01-10 08:00:00,Porto Alegre,35
226,4060,Livros,2007.66,2,Cartão Débito,2024-01-10 09:00:00,Rio de Janeiro,49
227,3693,Eletronicos,1968.94,2,Boleto,2024-01-10 10:00:00,São Paulo,51
228,1795,Eletronicos,1279.22,4,Cartão Crédito,2024-01-10 11:00:00,Belo Horizonte,22
229,2051,Roupas,757.17,2,Cartão Crédito,2024-01-10 12:00:00,Porto Alegre,48
230,2643,Casa,386.65,4,Cartão Crédito,2024-01-10 13:00:00,Fortaleza,30
231,4627,Eletronicos,718.84,3,PIX,2024-01-10 14:00:00,Fortaleza,67
232,2363,PetShop,946.17,1,Cartão Crédito,2024-01-10 15:00:00,Fortaleza,47
233,4869,Casa,1893.21,5,Cartão Débito,2024-01-10 16:00:00,Belo Horizonte,37
234,2981,Esportes,1353.76,3,Boleto,2024-01-10 17:00:00,Rio de Janeiro,71
235,2354,Livros,202.93,4,Boleto,2024-01-10 18:00:00,Curitiba,55
236,2663,Casa,54.89,3,Boleto,2024-01-10 19:00:00,Rio de Janeiro,44
237,2529,Livros,264.81,5,Boleto,2024-01-10 20:00:00,Porto Alegre,40
238,3038,Casa,1032.14,1,Cartão Débito,2024-01-10 21:00:00,Rio de Janeiro,20
239,4419,Esportes,2333.65,5,Boleto,2024-01-10 22:00:00,Fortaleza,29
240,2496,Eletronicos,1597.13,4,Cartão Débito,2024-01-10 23:00:00,Rio de Janeiro,65
241,4302,Esportes,2006.55,5,Cartão Débito,2024-01-11 00:00:00,Porto Alegre,50
242,3237,Eletronicos,1171.27,3,Boleto,2024-01-11 01:00:00,Porto Alegre,17
243,4296,Eletronicos,910.55,2,Boleto,2024-01-11 02:00:00,Fortaleza,40
244,2408,Livros,279.92,3,Boleto,2024-01-11 03:00:00,Belo Horizonte,69
245,2400,PetShop,2191.07,4,Cartão Débito,2024-01-11 04:00:00,São Paulo,31
246,2306,Esportes,1960.07,1,PIX,2024-01-11 05:00:00,Curitiba,61
247,3680,Casa,428.61,5,Cartão Débito,2024-01-11 06:00:00,Curitiba,31
248,3675,Esportes,1285.53,1,PIX,2024-01-11 07:00:00,Fortaleza,26
249,1972,Livros,1223.56,4,Boleto,2024-01-11 08:00:00,Curitiba,75
250,2768,Eletronicos,1566.48,5,Cartão Débito,2024-01-11 09:00:00,Rio de Janeiro,64
251,2282,Livros,2366.01,3,Boleto,2024-01-11 10:00:00,Porto Alegre,50
252,4430,Roupas,1453.63,3,PIX,2024-01-11 11:00:00,Porto Alegre,38
253,1709,Roupas,1355.14,4,PIX,2024-01-11 12:00:00,Fortaleza,70
254,2479,Casa,135.3,5,Cartão Débito,2024-01-11 13:00:00,Porto Alegre,20
255,2434,Livros,166.64,3,Cartão Débito,2024-01-11 14:00:00,São Paulo,79
256,1648,Casa,476.49,4,Cartão Débito,2024-01-11 15:00:00,Porto Alegre,50
257,1317,Casa,90.85,4,Cartão Débito,2024-01-11 16:00:00,Porto Alegre,44
258,4748,Roupas,1860.95,1,Cartão Crédito,2024-01-11 17:00:00,Rio de Janeiro,62
259,4296,Casa,1811.09,3,Cartão Crédito,2024-01-11 18:00:00,Belo Horizonte,70
260,4890,Roupas,348.78,5,Boleto,2024-01-11 19:00:00,Curitiba,20
261,2257,Eletronicos,2091.84,3,PIX,2024-01-11 20:00:00,Rio de Janeiro,69
262,1683,Livros,395.42,3,PIX,2024-01-11 21:00:00,Rio de Janeiro,18
263,1663,Casa,759.93,3,Boleto,2024-01-11 22:00:00,Rio de Janeiro,21
264,2998,Roupas,629.95,4,Boleto,2024-01-11 23:00:00,Curitiba,38
265,4898,Esportes,937.04,2,Boleto,2024-01-12 00:00:00,Fortaleza,61
266,4445,Casa,644.11,2,Cartão Crédito,2024-01-12 01:00:00,Rio de Janeiro,71
267,4743,PetShop,1227.49,1,Boleto,2024-01-12 02:00:00,Belo Horizonte,17
268,2631,Eletronicos,1024.45,3,PIX,2024-01-12 03:00:00,Fortaleza,33
269,2495,Eletronicos,2466.56,2,Boleto,2024-01-12 04:00:00,Porto Alegre,45
270,4304,Esportes,149.26,1,Cartão Débito,2024-01-12 05:00:00,Belo Horizonte,53
271,4763,Roupas,364.03,4,PIX,2024-01-12 06:00:00,Fortaleza,71
272,2136,Casa,141.54,3,PIX,2024-01-12 07:00:00,Porto Alegre,20
273,2853,Roupas,1568.34,5,PIX,2024-01-12 08:00:00,Porto Alegre,61
274,2520,Eletronicos,145.73,4,Cartão Crédito,2024-01-12 09:00:00,Rio de Janeiro,64
275,3489,Roupas,2092.73,1,Cartão Crédito,2024-01-12 10:00:00,Rio de Janeiro,26
276,1563,Eletronicos,1284.73,4,PIX,2024-01-12 11:00:00,Curitiba,16
277,2291,Roupas,1322.25,5,Cartão Débito,2024-01-12 12:00:00,São Paulo,25
278,4581,Esportes,1408.37,4,PIX,2024-01-12 13:00:00,Belo Horizonte,56
279,4878,Livros,435.33,1,Cartão Crédito,2024-01-12 14:00:00,Curitiba,67
280,4457,Esportes,502.25,5,Cartão Débito,2024-01-12 15:00:00,Curitiba,59
281,4458,Esportes,803.86,5,PIX,2024-01-12 16:00:00,Belo Horizonte,41
282,4184,Livros,1487.81,4,Cartão Crédito,2024-01-12 17:00:00,Fortaleza,48
283,2636,Livros,533.19,5,Cartão Débito,2024-01-12 18:00:00,Belo Horizonte,42
284,4696,Casa,299.67,4,Boleto,2024-01-12 19:00:00,Porto Alegre,71
285,3999,Casa,2425.59,3,Boleto,2024-01-12 20:00:00,São Paulo,65
286,4152,Esportes,64.73,5,PIX,2024-01-12 21:00:00,Fortaleza,27
287,1698,Esportes,2008.72,4,Boleto,2024-01-12 22:00:00,Rio de Janeiro,17
288,3160,Eletronicos,1972.21,3,Cartão Crédito,2024-01-12 23:00:00,São Paulo,16
289,1001,Eletronicos,750.06,5,Cartão Débito,2024-01-13 00:00:00,São Paulo,16
290,1641,Casa,347.71,3,PIX,2024-01-13 01:00:00,Rio de Janeiro,72
291,3267,PetShop,372.62,5,Cartão Débito,2024-01-13 02:00:00,São Paulo,76
292,2589,PetShop,1746.6,1,Cartão Débito,2024-01-13 03:00:00,Fortaleza,48
293,1854,Casa,1610.59,1,Cartão Débito,2024-01-13 04:00:00,Fortaleza,37
294,2759,Eletronicos,1959.04,4,Cartão Crédito,2024-01-13 05:00:00,Fortaleza,27
295,4296,Eletronicos,2344.33,2,PIX,2024-01-13 06:00:00,Curitiba,54
296,3432,PetShop,1732.9,1,Boleto,2024-01-13 07:00:00,Curitiba,51
297,4474,Roupas,398.07,2,Cartão Débito,2024-01-13 08:00:00,Fortaleza,36
298,2661,Roupas,616.17,3,Cartão Débito,2024-01-13 09:00:00,Rio de Janeiro,35
299,2153,Eletronicos,2107.06,3,Cartão Débito,2024-01-13 10:00:00,Rio de Janeiro,51
300,2076,Roupas,531.17,2,Cartão Crédito,2024-01-13 11:00:00,Belo Horizonte,41
301,2707,Livros,190.58,4,Boleto,2024-01-13 12:00:00,Belo Horizonte,62
302,3777,Casa,1761.17,5,Cartão Débito,2024-01-13 13:00:00,Fortaleza,46
303,2695,Casa,1012.29,2,Cartão Crédito,2024-01-13 14:00:00,São Paulo,16
304,2733,Eletronicos,2300.9,2,Cartão Crédito,2024-01-13 15:00:00,São Paulo,53
